employee_name,user_id_x,email,role,business_unit,functional_unit,department,team,supervisor,user_type,user_id_y,o_score,c_score,e_score,a_score,n_score,join_date,last_active,user_id
Shea Jane Franks,SJF0094,Shea.Jane.Franks@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,Employee,SJF0094,35,19,16,44,30,2021-01-01,2024-07-08 19:50:38.956628,ec9117cacaebe86ecc4f94f72f6342ac2236a16a604888efc193d6bbf9b31e48
Charity Stacey Jennings,CSJ0340,Charity.Stacey.Jennings@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,Employee,CSJ0340,45,24,19,38,25,2021-01-01,2024-07-08 19:50:38.956628,14ac1eeb59cb6d8e868e0450dabc0b75c998a1d5275432d953f55887bb12f1c4
Rae Melissa Wilson,RMW0542,Rae.Melissa.Wilson@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,Employee,RMW0542,17,21,20,13,41,2021-01-01,2024-07-08 19:50:38.956628,c3ed3c118de6782dafa4b93f9a2f6669b26b2168a331181037617a2f9e6bb09d
Jorden Helen Pierce,JHP0583,Jorden.Helen.Pierce@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,Employee,JHP0583,37,25,40,42,37,2021-01-01,2024-07-08 19:50:38.956628,0b2958dcd3fc9d2f18a24e83be708a5edeb396ee31b55f432ca7c28206fe7012
Hollee Shannon Dudley,HSD0457,Hollee.Shannon.Dudley@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,Employee,HSD0457,38,19,20,42,27,2021-01-01,2024-07-08 19:50:38.956628,6a1e11daab2c52e42e8f9a1299caaba6dc975e94b9671e3fc2e213482028398d
Yasir Wade Wilcox,YWW0660,Yasir.Wade.Wilcox@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,Employee,YWW0660,39,35,37,10,36,2021-01-01,2024-07-08 19:50:38.956628,a69fe06c746901a8140f5836a68c2e7b1640f0f828ec87d9732d4d5c29a1f66e
Prescott Giacomo Conley,PGC0066,Prescott.Giacomo.Conley@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,Employee,PGC0066,32,39,28,43,26,2021-01-01,2024-07-08 19:50:38.956628,f636e846152e8659dfdfea435d32fb7c109814a12bc55ddcab480532bd6bfe09
Medge Serina Obrien,MSO0222,Medge.Serina.Obrien@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,Employee,MSO0222,32,12,39,46,28,2021-01-01,2024-07-08 19:50:38.956628,10afc367cf4e9ae7bb041b7986acaaaeb2b0c11a6ee61d6408ec38825f80e22b
Wang Dean Vasquez,WDV0573,Wang.Dean.Vasquez@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,Employee,WDV0573,48,36,13,31,33,2021-01-01,2024-07-08 19:50:38.956628,b19349a4bbaa3bd68a1ab079a75ca2ab6ec035416d4b466e2dc51303358072ec
Quail Rana Mclean,QRM0739,Quail.Rana.Mclean@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,Employee,QRM0739,33,11,26,29,30,2021-01-01,2024-07-08 19:50:38.956628,e0233e730ddf93f802fce3fd767e582e73af618d8019ef969827a62da1425eba
Alfreda Sierra Savage,ASS0517,Alfreda.Sierra.Savage@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,Employee,ASS0517,36,35,47,44,32,2021-01-01,2024-07-08 19:50:38.956628,e89ed6613296c9a7579237666c450d8ffd77f99ce3f35c1c7f8810dd2c7f70f3
Leonard Uriel Ramos,LUR0896,Leonard.Uriel.Ramos@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,Employee,LUR0896,15,11,47,43,28,2021-01-01,2024-07-08 19:50:38.956628,2579f2e023369269aea099239e918b11a1b98afdd61efc1b6ff011c318ebb8ed
Eve Shaeleigh Holman,ESH0283,Eve.Shaeleigh.Holman@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,Employee,ESH0283,44,30,35,18,31,2021-01-01,2024-07-08 19:50:38.956628,2ebf24d2ea5bcf9371661ccb1f1b3dbf54fca86be8a71822a7050e8b4ab5c708
Whoopi Britanney Camacho,WBC0192,Whoopi.Britanney.Camacho@dtaa.com,Manager,1,6 - PurchasingAndContracts,3 - Contracts,nan,Kirby Bo Pollard,Employee,WBC0192,47,36,39,39,27,2021-01-01,2024-07-08 19:50:38.956628,ec25bdfedb2f8a13b12f1d08986580bd556e0c06a63b3e0d224727c6ddef9fdb
Penelope Lysandra Hayes,PLH0715,Penelope.Lysandra.Hayes@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,Employee,PLH0715,42,37,19,37,29,2021-01-01,2024-07-08 19:50:38.956628,a3bdc704bbb7fddd00ece9c80a2c3f7ba2ea527bf0e7f200eb3cf78b7348ade3
Vivian Sarah Arnold,VSA0230,Vivian.Sarah.Arnold@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,Employee,VSA0230,47,15,25,14,29,2021-01-01,2024-07-08 19:50:38.956628,872aa34c9ad0ba11c90a730c4eec35e0bb021e1f9bdb82b48aabee1803649b49
Kermit Jonas Gould,KJG0910,Kermit.Jonas.Gould@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,Employee,KJG0910,37,10,31,18,29,2021-01-01,2024-07-08 19:50:38.956628,c45e7c1e3f592b4c7972a5297397841c39b814262e0e4a652f11aec5a5d4a75b
Deborah Barbara White,DBW0483,Deborah.Barbara.White@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,Employee,DBW0483,17,16,25,21,37,2021-01-01,2024-07-08 19:50:38.956628,93a0035c2bc62f1be60468144715c187b3cecd778de05b6e50b6c0bbe8aeb04b
Kyla Blythe Carter,KBC0054,Kyla.Blythe.Carter@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,nan,Summer Leilani Boyer,Employee,KBC0054,42,43,17,41,32,2021-01-01,2024-07-08 19:50:38.956628,ec9d1cbe742705a43fc5fabb9e28bb83376887d01c8f726db659d4a42054ef48
Cathleen Samantha Craig,CSC0217,Cathleen.Samantha.Craig@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,Employee,CSC0217,40,15,30,38,28,2021-01-01,2024-07-08 19:50:38.956628,b5f757776eb93dec46905bbc6667bb989ce34bf8c4b172d675c0d0340239ac83
Burke Rooney Stafford,BRS0734,Burke.Rooney.Stafford@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,Employee,BRS0734,32,39,47,10,30,2021-01-01,2024-07-08 19:50:38.956628,6c2f1f736cc7e61fca8c25d59f843b9b9617b600980463b495b063b560ef3ac7
Keane Nicholas Blevins,KNB0022,Keane.Nicholas.Blevins@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,2 - EmployeeRelations,nan,Blaze Trevor Stone,Employee,KNB0022,22,38,45,16,30,2021-01-01,2024-07-08 19:50:38.956628,2aa207ecc70c2f50cb482b017258fd953886e40c3e35747cb7d2396959a94b7e
Paula Isabelle Santiago,PIS0522,Paula.Isabelle.Santiago@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,Employee,PIS0522,44,26,48,40,35,2021-01-01,2024-07-08 19:50:38.956628,ffacfc53382154e098ad67259a50cc19df448b19faba18ac290e3b755dccbf6c
Aretha Dorothy Deleon,ADD0846,Aretha.Dorothy.Deleon@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,Employee,ADD0846,18,19,25,12,35,2021-01-01,2024-07-08 19:50:38.956628,7146c8cfcab7e712256f4fee6d34b15dcf2477291a9b8eb0229274396be43814
Martin Armand Douglas,MAD0496,Martin.Armand.Douglas@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,Employee,MAD0496,34,30,40,42,24,2021-01-01,2024-07-08 19:50:38.956628,d42b7a91a70efadec49435460d98b8629b36ddf9a5a43b9a233b6750a8e9675e
Nicholas Kato Pennington,NKP0236,Nicholas.Kato.Pennington@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,Employee,NKP0236,45,41,19,40,31,2021-01-01,2024-07-08 19:50:38.956628,9b3150c1b06bcee92ff678667505df0dac4fb5c6175ec1d0a1bd855d53b4a7a5
Valentine Lucian Benjamin,VLB0647,Valentine.Lucian.Benjamin@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,Employee,VLB0647,48,40,42,47,24,2021-01-01,2024-07-08 19:50:38.956628,6c59462bae97629054a4c03bfe64936c82ccfbd875341c75bc78d54a7b451c8c
Dai Keely Bullock,DKB0631,Dai.Keely.Bullock@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,Employee,DKB0631,34,18,14,46,31,2021-01-01,2024-07-08 19:50:38.956628,2baf5b5a21dc8a38ebb478a68794fd81a0bb1229d9606357c205ceb384d2cbff
Kylie Elizabeth Santos,KES0729,Kylie.Elizabeth.Santos@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,Employee,KES0729,20,10,24,45,31,2021-01-01,2024-07-08 19:50:38.956628,1e0c559cf7312757c208ae0bfd39341619dedcd5493d30ff604d769bf236a5ab
Isadora Buffy Brewer,IBB0696,Isadora.Buffy.Brewer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,Employee,IBB0696,47,13,36,16,33,2021-01-01,2024-07-08 19:50:38.956628,609cd7ca021b2d3db56b43c48d9d603132fab03d0e4be0cf56e5d76789adbbef
Bethany Lydia Lyons,BLL0929,Bethany.Lydia.Lyons@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,Employee,BLL0929,44,49,10,41,39,2021-01-01,2024-07-08 19:50:38.956628,c68fe596954976eb8739ae75d1960fa6fed8c790b82e7723beb49192e1f051e2
Allegra Bree Coffey,ABC0174,Allegra.Bree.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,Employee,ABC0174,15,41,34,13,32,2021-01-01,2024-07-08 19:50:38.956628,21c11d2b09715e953dfc17b5903938dec2f29f26285a764b1bbb034c647c6685
Hector Abraham Hayes,HAH0248,Hector.Abraham.Hayes@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,Employee,HAH0248,33,43,22,18,29,2021-01-01,2024-07-08 19:50:38.956628,f12fcee6c98fbd9b29ee42b8c53aeec0ca9a4305c9df064ea09b0d4fc0abdd99
Nyssa Britanney Carver,NBC0412,Nyssa.Britanney.Carver@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,Employee,NBC0412,14,25,18,18,31,2021-01-01,2024-07-08 19:50:38.956628,f39eac0bd4e278308a51dec43cc56e315e4cd68c67feea9104c5776f9ad033ac
Cade Rajah Patterson,CRP0456,Cade.Rajah.Patterson@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,Employee,CRP0456,37,41,28,43,30,2021-01-01,2024-07-08 19:50:38.956628,a3c98dd63acf9142a41c4c5fa1cf921af9d842a4d62d8a6974003457ffb902aa
Josephine Indira Garza,JIG0128,Josephine.Indira.Garza@dtaa.com,MechanicalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,nan,Fritz Dale Ellison,Employee,JIG0128,25,45,35,18,27,2021-01-01,2024-07-08 19:50:38.956628,c336c6865d89b176b3885891e3b05c2a9fda4021126971a9c80820570a86c5f6
Ivor Jelani Robbins,IJR0825,Ivor.Jelani.Robbins@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,Employee,IJR0825,38,42,39,46,32,2021-01-01,2024-07-08 19:50:38.956628,70943608c650251aeb26a5d2fb7f614884bc6db836e274f60273eb9417e2a50d
Xander Walter Doyle,XWD0923,Xander.Walter.Doyle@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,Employee,XWD0923,16,38,45,20,31,2021-01-01,2024-07-08 19:50:38.956628,0905ec0a2a630bcdb9558347697d9764a84e4f55865f855179bcab18c03563bd
Leslie Denise Dillon,LDD0560,Leslie.Denise.Dillon@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,Employee,LDD0560,25,43,39,26,35,2021-01-01,2024-07-08 19:50:38.956628,689b552dad512689e2e15069e598322ff628b6f02924a0a855d0b3e3838e32e7
Elaine Sonya Hughes,ESH0135,Elaine.Sonya.Hughes@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,Employee,ESH0135,35,22,32,44,28,2021-01-01,2024-07-08 19:50:38.956628,be173e77d11cb5ce268def26b66f4a67c2f6ba25a74cafc159d8206b8097ba57
Risa Hillary Obrien,RHO0732,Risa.Hillary.Obrien@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,Employee,RHO0732,20,10,21,19,34,2021-01-01,2024-07-08 19:50:38.956628,abb6b800dcea5a09c815cd0857c7c4b4bef93e87c06d52b3a32792c6257fcea6
Dennis Gray Wilson,DGW0752,Dennis.Gray.Wilson@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,Employee,DGW0752,40,46,20,40,14,2021-01-01,2024-07-08 19:50:38.956628,eec52303c66a7632073dffa9c97c88514be5fa9ac6745f2c3d0abffffecdad24
Hillary Piper Riddle,HPR0585,Hillary.Piper.Riddle@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,Employee,HPR0585,34,46,15,46,35,2021-01-01,2024-07-08 19:50:38.956628,544e3dbe1de1fbdc2eca1f3a7a58548bb07d7422bc7962fc44fd2f12c7529fc5
Teagan Briar Townsend,TBT0461,Teagan.Briar.Townsend@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,Employee,TBT0461,43,42,13,30,28,2021-01-01,2024-07-08 19:50:38.956628,7c72f59048cd6db3c8b8d6c7c62e6f2dcb61be5db9c50e4c3e086c5020c24f6d
Sonia Anne Kirkland,SAK0375,Sonia.Anne.Kirkland@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,Employee,SAK0375,16,20,27,16,31,2021-01-01,2024-07-08 19:50:38.956628,3a2a21472d4cee4527b7e9f305d63dcc7f8f1d5e6cb5b168ee0b52425e9555cb
Blaze Jakeem Hahn,BJH0811,Blaze.Jakeem.Hahn@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,Employee,BJH0811,48,39,44,14,40,2021-01-01,2024-07-08 19:50:38.956628,c30ed362a6e6d18df54b292717770adbfab4feec01a175cd2771e82b234ddf98
Thomas Vladimir Stokes,TVS0006,Thomas.Vladimir.Stokes@dtaa.com,VicePresident,1,4 - Finance,nan,nan,Mona Susan Shannon,Employee,TVS0006,43,43,37,20,41,2021-01-01,2024-07-08 19:50:38.956628,d21f493ac13110bea5f4a67237080eedd8dbe191521c097221acbfcc9a0ea8d5
Frances Alisa Wiggins,FAW0032,Frances.Alisa.Wiggins@dtaa.com,Manager,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Fatima Ulla Mcclure,Employee,FAW0032,43,24,17,37,37,2021-01-01,2024-07-08 19:50:38.956628,de276bea5d389c9e1ce31b80dd6aafdf766fa50154b162d50daed92453058326
Wanda Samantha Rogers,WSR0241,Wanda.Samantha.Rogers@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,Employee,WSR0241,35,27,15,25,29,2021-01-01,2024-07-08 19:50:38.956628,c8306d14416a23de0ce43db6096326ceec8a20e05cf39bd5c5d79594bcfd6547
Lilah Renee Wagner,LRW0970,Lilah.Renee.Wagner@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,Employee,LRW0970,10,26,39,22,28,2021-01-01,2024-07-08 19:50:38.956628,2d823812105b18e48c6829f0955f775e79445b68e11964ab95a026894492ab5a
Zachary Myles Cardenas,ZMC0284,Zachary.Myles.Cardenas@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,Employee,ZMC0284,42,33,41,30,31,2021-01-01,2024-07-08 19:50:38.956628,ce3e09186763a49032be35e4b175348c6d0188764e225ccffc3fb4972acc3c09
Samantha Audrey Curtis,SAC0687,Samantha.Audrey.Curtis@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,Employee,SAC0687,20,49,37,19,22,2021-01-01,2024-07-08 19:50:38.956628,f609a97e30045c72a0848179f0a098c6b751875cb8c158b1e34ad358828ffb8b
Cathleen Kelsey Burke,CKB0427,Cathleen.Kelsey.Burke@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,Employee,CKB0427,38,38,36,43,37,2021-01-01,2024-07-08 19:50:38.956628,b4bc06dc70bafa750a36215a6968a7c35f6bc6aa2244b0e9ebc800fc7cf94e01
Blaze Trevor Stone,BTS0011,Blaze.Trevor.Stone@dtaa.com,Director,1,1 - Adminstration,2 - EmployeeRelations,nan,Halla Cathleen Simmons,Employee,BTS0011,25,42,16,25,29,2021-01-01,2024-07-08 19:50:38.956628,519c75b3acdb9ed1f5f52ef243b1ca87733a74a76bc4870a951ae44bc5ddf36e
Ingrid Irene Atkins,IIA0092,Ingrid.Irene.Atkins@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,Employee,IIA0092,39,30,42,14,27,2021-01-01,2024-07-08 19:50:38.956628,faa611f25549928badf820e8ec0e891399c76b85efa8f926af11f1a3592434db
Wesley Kasper Duffy,WKD0013,Wesley.Kasper.Duffy@dtaa.com,Director,1,1 - Adminstration,4 - Safety,nan,Halla Cathleen Simmons,Employee,WKD0013,42,36,40,27,34,2021-01-01,2024-07-08 19:50:38.956628,48098e8fbcd92c615acb8e36013a9dede7803bcfdfca77868da8b04d3be75f68
Jaden Nicole Johnston,JNJ0556,Jaden.Nicole.Johnston@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,Employee,JNJ0556,43,45,22,33,34,2021-01-01,2024-07-08 19:50:38.956628,1a165944df1edbc1def25359da0146c4ae982cabf0a4ead2623c196a832a4b36
Tarik Linus Hubbard,TLH0648,Tarik.Linus.Hubbard@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,Employee,TLH0648,32,35,18,24,26,2021-01-01,2024-07-08 19:50:38.956628,52e9042b645c400650dd913182d5723dcd384bd2a5c66d08cb6a1a97929451c0
Iona Brenda Payne,IBP0883,Iona.Brenda.Payne@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,Employee,IBP0883,30,25,15,11,17,2021-01-01,2024-07-08 19:50:38.956628,6ec04ff3e3ca38167abc175cb8ea0b5857fb3c33661ab3dbd5c7a3dfe5389f7c
William Aristotle Sampson,WAS0254,William.Aristotle.Sampson@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,Employee,WAS0254,43,37,16,18,35,2021-01-01,2024-07-08 19:50:38.956628,3379e604b524a58b7a1a10b43e7caf853bea11e5f683b26134bbf83972329668
Quemby Nita Pollard,QNP0216,Quemby.Nita.Pollard@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,Employee,QNP0216,19,35,39,26,34,2021-01-01,2024-07-08 19:50:38.956628,c0230a908f6af0d5212512ba4572e8cbe18af0b541a256a2d1c57c733dfe9c7f
Katelyn Lani Murray,KLM0639,Katelyn.Lani.Murray@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,Employee,KLM0639,20,15,24,40,26,2021-01-01,2024-07-08 19:50:38.956628,a4189fed819a8ea4bdbdeba77e22142843fddbf1cd745c5d3cc794a48d332acd
Ariel Ina Barrett,AIB0948,Ariel.Ina.Barrett@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,Employee,AIB0948,42,31,27,20,31,2021-01-01,2024-07-08 19:50:38.956628,acb0c4a6da09d7697c6ef9e3447b11b7faf1661c6a9aca4a312c7b41a2cae87b
Raphael Benjamin Bryan,RBB0485,Raphael.Benjamin.Bryan@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,Employee,RBB0485,40,40,35,30,26,2021-01-01,2024-07-08 19:50:38.956628,3bf911b0943ee5034a36c7dbd5211e82095133a5fc307b01184a61295c3f52fb
Robert Zeus Cox,RZC0746,Robert.Zeus.Cox@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,Employee,RZC0746,15,38,33,43,26,2021-01-01,2024-07-08 19:50:38.956628,8141822e20d2fcb41d0d751bf0869cad3a7cd93e99d3fad972d2d21f242a542a
Myles Donovan Macias,MDM0976,Myles.Donovan.Macias@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,nan,Bethany Xerxes Johnson,Employee,MDM0976,41,40,38,20,31,2021-01-01,2024-07-08 19:50:38.956628,aaa0d9077c8010caf7302fa32da40e911d4e6cb93fc94e614f29d68e2ca315fb
Xandra Briar Nielsen,XBN0229,Xandra.Briar.Nielsen@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,Employee,XBN0229,34,16,17,40,29,2021-01-01,2024-07-08 19:50:38.956628,31b42ebb023b04ba03e1fb82cbbca3b43abccecd92247da523fdd978c4e505f6
Shaeleigh MacKenzie Harris,SMH0291,Shaeleigh.MacKenzie.Harris@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,Employee,SMH0291,23,22,10,24,32,2021-01-01,2024-07-08 19:50:38.956628,a77315f6c74f2803084d6fea699c756fc9b0d5cf61a623c728e9225b04cd377f
Mallory Charissa Dixon,MCD0125,Mallory.Charissa.Dixon@dtaa.com,MechanicalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,nan,Fritz Dale Ellison,Employee,MCD0125,36,26,50,22,23,2021-01-01,2024-07-08 19:50:38.956628,a0b5ffc0772d07cf2dce3d945fed8a8813ec9fc216a649bc9b686ae95892ee43
Matthew Harper Glass,MHG0244,Matthew.Harper.Glass@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,Employee,MHG0244,42,46,21,15,22,2021-01-01,2024-07-08 19:50:38.956628,1d4802f227e2b9b764a047ac8a5e48614b445beed72d280d68c6b2ec74a3287a
Robert Aristotle Stevenson,RAS0432,Robert.Aristotle.Stevenson@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,Employee,RAS0432,44,47,40,41,16,2021-01-01,2024-07-08 19:50:38.956628,c8c1803f1a0f59fb12a5257ca9d6f3884dac6b4ee1e18c56559f5e963a01bcd7
Emily Illana Perry,EIP0997,Emily.Illana.Perry@dtaa.com,ElectricalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,nan,Fritz Dale Ellison,Employee,EIP0997,42,28,20,25,34,2021-01-01,2024-07-08 19:50:38.956628,1fe9abc1e9a2e994424e2f693e58b080df04bea95a987b2ff633e04917b11bea
Elvis Marshall Walton,EMW0772,Elvis.Marshall.Walton@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,Employee,EMW0772,46,41,20,12,28,2021-01-01,2024-07-08 19:50:38.956628,25fd0ff3b6eade67be373510bae7563df0bdf4838f4b7df42feab57a548cdf26
Sasha Britanney Quinn,SBQ0786,Sasha.Britanney.Quinn@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Summer Leilani Boyer,Employee,SBQ0786,41,17,19,44,34,2021-01-01,2024-07-08 19:50:38.956628,72fc2ce34694fa8b4c62b5a7320a2f9ea65e71813d6558d82bad890abe074da7
Phelan Dieter Hendricks,PDH0716,Phelan.Dieter.Hendricks@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,Employee,PDH0716,40,16,14,10,24,2021-01-01,2024-07-08 19:50:38.956628,9f2fe699bcbc3ca92dbc6d3afff5eaeb72d6dd3c02bf91394b364979ed0c3958
George Zachery Burch,GZB0469,George.Zachery.Burch@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,Employee,GZB0469,46,39,22,45,28,2021-01-01,2024-07-08 19:50:38.956628,f6a4f190989492fa1563e0ed17c451334482bfa480e9f1babf9c5cfc9c8972d5
Naomi Meredith Baxter,NMB0972,Naomi.Meredith.Baxter@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,Employee,NMB0972,45,22,17,20,29,2021-01-01,2024-07-08 19:50:38.956628,13e1a8727832c16fcfd62eb7551e1c8189312119115271131cdc5776bd06cb77
Octavia Nora Leblanc,ONL0276,Octavia.Nora.Leblanc@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,Employee,ONL0276,48,46,17,41,20,2021-01-01,2024-07-08 19:50:38.956628,c2d473d6f25b7add83c03158a40f6c25de8d784248822cc0a2fe23bd524ae7c0
